order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O102513,C10917,P216791,Fashion,45.97,0.0,3,Credit Card,2024-10-18,6,West,No,137.91,5.7,42.57,22,Female
O102514,C13174,P204228,Beauty,30.51,0.05,1,Credit Card,2025-02-02,4,Central,No,28.98,4.51,8.53,46,Female
O102515,C12241,P211945,Grocery,12.04,0.15,1,PayPal,2025-03-08,4,South,No,10.23,3.42,-2.6,44,Female
O102516,C17333,P241573,Electronics,310.35749999999996,0.0,1,Debit Card,2025-06-06,3,North,Yes,328.37,8.02,31.38,30,Female
O102517,C17014,P239899,Electronics,310.35749999999996,0.0,1,PayPal,2024-11-24,3,Central,No,392.75,10.1,48.32,21,Male
O102518,C10089,P224681,Grocery,7.64,0.0,1,Wallet,2025-01-15,5,South,No,7.64,2.96,-2.35,37,Male
O102519,C11709,P234986,Grocery,31.85,0.0,1,Debit Card,2025-09-05,5,West,No,31.85,4.69,-2.14,36,Female
O102520,C12169,P214975,Toys,41.16,0.0,2,Debit Card,2024-11-27,4,South,No,82.32,6.25,26.68,42,Male
O102521,C14238,P248377,Home,180.13,0.0,1,UPI,2025-05-21,5,East,No,180.13,7.33,43.11,31,Male
O102522,C13041,P207711,Home,189.11,0.0,1,Credit Card,2024-02-06,7,West,No,189.11,6.82,46.13,53,Female
O102523,C10105,P244759,Fashion,31.21,0.0,1,UPI,2023-12-31,5,South,Yes,31.21,5.51,5.41,68,Female
O102524,C10886,P212105,Home,245.28,0.0,1,Credit Card,2024-08-09,4,South,No,245.28,8.97,59.71,36,Male
O102525,C10427,P249645,Home,310.35749999999996,0.0,1,Debit Card,2025-03-18,4,North,No,365.14,7.76,83.88,27,Female
O102526,C15424,P230146,Electronics,310.35749999999996,0.0,1,Debit Card,2023-12-27,7,East,No,392.75,9.99,57.84,63,Male
O102527,C11895,P215238,Home,28.79,0.0,2,Debit Card,2024-12-01,4,Central,No,57.58,5.35,10.77,24,Male
O102528,C16090,P203868,Home,213.38,0.0,1,COD,2025-07-26,5,South,No,213.38,9.33,50.42,20,Male
O102529,C10316,P244294,Sports,71.43,0.0,1,Debit Card,2025-07-21,4,Central,No,71.43,6.46,14.97,53,Female
O102530,C16082,P210060,Home,133.54,0.1,1,Credit Card,2025-01-12,3,North,No,120.19,8.22,25.43,53,Female
O102531,C10634,P205433,Toys,94.99,0.05,1,PayPal,2023-09-22,5,South,No,90.24,6.76,29.34,34,Female
O102532,C11925,P222612,Home,68.63,0.1,1,COD,2025-08-11,3,Central,No,61.77,5.86,11.44,65,Male
O102533,C12056,P217822,Home,66.42,0.0,2,Credit Card,2024-06-06,4,West,No,132.84,6.24,30.96,60,Male
O102534,C16917,P234120,Beauty,10.48,0.15,1,Debit Card,2025-08-29,5,North,No,8.91,1.81,2.2,59,Male
O102535,C13144,P241004,Fashion,11.68,0.1,1,PayPal,2024-01-13,5,South,No,10.51,2.95,0.73,55,Male
O102536,C17526,P221294,Home,34.24,0.05,1,UPI,2025-03-19,5,North,Yes,32.53,5.38,3.73,68,Female
O102537,C12270,P218764,Sports,81.01,0.05,2,Credit Card,2024-08-30,4,West,No,153.92,8.23,37.95,50,Other
O102538,C11439,P204560,Home,310.35749999999996,0.0,1,Wallet,2024-11-09,4,North,No,326.75,10.77,80.72,47,Female
O102539,C10552,P216583,Grocery,22.86,0.1,1,Credit Card,2024-12-24,4,West,No,20.57,6.04,-4.39,27,Female
O102540,C17537,P215560,Beauty,7.94,0.05,1,PayPal,2024-05-15,3,North,No,7.54,1.46,1.93,26,Male
O102541,C10715,P204424,Electronics,310.35749999999996,0.0,2,Credit Card,2023-12-28,4,North,No,392.75,8.77,67.57,34,Male
O102542,C15383,P240615,Home,257.12,0.0,1,Credit Card,2025-01-22,5,East,No,257.12,8.59,63.4,55,Male
O102543,C13911,P226863,Toys,17.25,0.15,3,Debit Card,2024-04-18,4,West,Yes,43.99,4.2,13.4,58,Female
O102544,C11713,P246963,Sports,248.36,0.0,1,Debit Card,2024-09-14,5,South,No,248.36,8.12,66.39,67,Female
O102545,C15979,P229469,Grocery,32.4,0.0,2,Credit Card,2025-02-20,3,North,No,64.8,5.71,-0.53,48,Female
O102546,C13389,P237565,Sports,52.1,0.1,1,Debit Card,2025-03-18,4,North,No,46.89,5.59,8.48,36,Female
O102547,C11107,P223184,Electronics,310.35749999999996,0.0,2,COD,2024-07-13,5,South,No,392.75,10.97,83.88,54,Female
O102548,C15437,P223910,Electronics,310.35749999999996,0.0,4,COD,2023-10-20,5,West,No,392.75,11.33,83.88,22,Male
O102549,C14206,P247077,Sports,74.27,0.0,1,COD,2025-04-25,7,West,No,74.27,5.4,16.88,34,Female
O102550,C10250,P222404,Fashion,78.18,0.0,1,PayPal,2024-04-05,5,North,No,78.18,5.32,22.04,34,Male
O102551,C12430,P235175,Beauty,41.19,0.3,1,Credit Card,2024-10-29,4,South,No,28.83,4.89,8.08,28,Other
O102552,C12054,P203791,Toys,24.13,0.05,1,Debit Card,2024-05-18,4,North,No,22.92,3.69,5.48,53,Female
O102553,C10458,P232208,Beauty,43.8,0.0,1,Debit Card,2024-11-07,3,North,No,43.8,4.97,14.74,67,Male
O102554,C15203,P239276,Home,310.35749999999996,0.0,1,Credit Card,2025-06-03,5,East,No,392.75,7.28,83.88,34,Male
O102555,C10207,P247175,Sports,212.99,0.05,1,Debit Card,2025-06-13,5,East,No,202.34,7.95,52.75,49,Male
O102556,C10899,P209629,Electronics,75.08,0.0,3,Credit Card,2024-02-09,4,North,No,225.24,4.66,22.37,46,Male
O102557,C13461,P232894,Sports,196.57,0.0,1,Credit Card,2025-07-22,6,North,No,196.57,7.74,51.23,51,Male
O102558,C13385,P221990,Sports,159.57,0.0,1,COD,2024-02-12,6,South,No,159.57,7.18,40.69,24,Male
O102559,C10021,P242580,Home,310.35749999999996,0.0,3,Credit Card,2025-02-18,5,South,No,392.75,9.66,83.88,59,Female
O102560,C10409,P207694,Fashion,71.15,0.15,1,Debit Card,2024-07-11,5,South,No,60.48,5.88,15.29,40,Male
O102561,C10894,P236087,Toys,43.35,0.2,1,Credit Card,2025-03-11,5,South,No,34.68,5.09,8.78,25,Male
O102562,C10514,P208673,Home,11.35,0.0,1,PayPal,2025-08-11,7,South,No,11.35,4.71,-1.53,53,Male
O102563,C17294,P238199,Electronics,310.35749999999996,0.2,5,Credit Card,2025-06-09,3,Central,Yes,392.75,12.18,83.88,24,Male
O102564,C14904,P232187,Grocery,3.79,0.05,1,Credit Card,2024-09-25,5,West,No,3.6,3.12,-2.83,48,Male
O102565,C17867,P204378,Toys,41.27,0.0,1,Credit Card,2025-03-22,5,North,No,41.27,5.89,10.62,20,Female
O102566,C14969,P223553,Beauty,68.02,0.0,1,Credit Card,2023-10-30,4,Central,No,68.02,6.7,23.91,20,Female
O102567,C14109,P243780,Home,10.29,0.0,1,Credit Card,2025-01-26,5,East,No,10.29,2.88,0.0,49,Male
O102568,C15066,P239258,Grocery,33.25,0.0,2,Debit Card,2024-09-17,3,Central,Yes,66.5,4.22,1.1,55,Female
O102569,C17121,P222524,Toys,36.76,0.0,2,Wallet,2023-11-27,5,South,No,73.52,9.54,19.87,30,Female
O102570,C17157,P243331,Beauty,65.63,0.15,1,Debit Card,2025-03-20,6,East,No,55.79,7.11,18.0,18,Female
O102571,C17179,P216622,Sports,29.14,0.2,1,Debit Card,2025-05-29,7,East,No,23.31,3.08,3.91,32,Male
O102572,C12134,P201420,Fashion,78.88,0.0,3,Credit Card,2025-02-03,5,South,No,236.64,7.31,75.51,65,Female
O102573,C13595,P247440,Fashion,37.86,0.0,1,UPI,2024-12-29,5,East,No,37.86,5.52,7.73,24,Female
O102574,C12956,P200340,Fashion,19.65,0.0,2,Wallet,2024-03-10,3,North,Yes,39.3,6.56,7.19,42,Female
O102575,C11560,P244310,Fashion,74.39,0.0,1,Credit Card,2023-12-06,7,East,No,74.39,7.65,18.39,21,Male
O102576,C15420,P240288,Sports,73.04,0.05,1,Credit Card,2025-03-17,4,South,No,69.39,5.98,14.84,30,Female
O102577,C11266,P243953,Electronics,310.35749999999996,0.0,1,Wallet,2024-03-13,5,South,No,392.75,11.06,83.88,64,Female
O102578,C12169,P204987,Toys,26.39,0.05,1,COD,2023-12-05,4,North,No,25.07,4.5,5.53,44,Female
O102579,C17314,P226062,Beauty,6.67,0.0,2,Debit Card,2024-10-12,6,South,No,13.34,4.87,1.13,47,Male
O102580,C13638,P245517,Home,48.01,0.05,1,Debit Card,2024-01-05,5,East,No,45.61,6.51,6.26,30,Male
O102581,C10749,P232456,Fashion,20.11,0.05,2,COD,2024-07-20,3,Central,No,38.21,6.41,6.96,46,Male
O102582,C13427,P238180,Home,65.52,0.0,1,Debit Card,2024-11-26,5,South,No,65.52,4.21,14.14,24,Female
O102583,C14780,P225308,Fashion,58.98,0.0,1,PayPal,2023-11-01,3,North,No,58.98,6.17,14.47,64,Other
O102584,C11927,P219862,Home,305.92,0.0,1,Credit Card,2024-11-05,5,West,No,305.92,8.93,76.73,43,Female
O102585,C13804,P207670,Sports,98.57,0.0,3,Credit Card,2024-07-01,5,South,No,295.71,9.42,79.29,52,Male
O102586,C13702,P224246,Beauty,37.14,0.1,1,Debit Card,2024-04-02,4,North,No,33.43,4.45,10.59,30,Female
O102587,C12356,P213766,Sports,47.45,0.0,1,Credit Card,2025-01-14,4,West,Yes,47.45,5.68,8.56,42,Other
O102588,C14790,P229681,Sports,82.68,0.0,1,COD,2025-03-25,4,South,No,82.68,7.16,17.64,30,Male
O102589,C12335,P208323,Toys,15.79,0.1,2,Credit Card,2024-03-08,5,East,No,28.42,5.14,6.23,27,Male
O102590,C10306,P201857,Fashion,64.37,0.15,1,Credit Card,2023-12-10,3,North,No,54.71,8.03,11.12,45,Male
O102591,C17979,P247223,Grocery,10.61,0.05,4,PayPal,2024-10-08,5,West,No,40.32,5.29,-2.06,34,Female
O102592,C13665,P230587,Home,63.57,0.0,2,Debit Card,2025-09-07,7,East,No,127.14,5.37,30.23,39,Male
O102593,C11989,P225818,Sports,37.49,0.0,3,Credit Card,2023-12-31,6,Central,No,112.47,8.12,25.62,23,Female
O102594,C17057,P225247,Sports,38.91,0.3,1,Debit Card,2024-11-05,5,South,No,27.24,4.62,3.55,35,Female
O102595,C17890,P233272,Beauty,99.95,0.0,1,Credit Card,2025-01-26,3,North,No,99.95,8.8,36.18,45,Male
O102596,C10661,P240235,Grocery,6.82,0.0,1,Debit Card,2024-10-29,4,South,No,6.82,1.84,-1.29,52,Female
O102597,C14644,P218540,Fashion,85.78,0.0,1,UPI,2025-04-04,4,West,No,85.78,5.55,24.47,22,Female
O102598,C17519,P225837,Home,19.75,0.05,1,Credit Card,2025-06-26,5,East,No,18.76,2.74,2.51,43,Female
O102599,C10311,P208484,Electronics,80.53,0.0,1,Debit Card,2025-06-23,7,West,No,80.53,5.82,3.84,65,Male
O102600,C12920,P230682,Fashion,61.98,0.15,1,Credit Card,2024-09-07,4,South,No,52.68,6.51,11.93,46,Male
O102601,C11082,P231707,Sports,70.08,0.15,1,Debit Card,2025-04-19,6,West,No,59.57,6.54,11.33,47,Male
O102602,C17810,P244610,Electronics,310.35749999999996,0.0,1,Credit Card,2024-01-13,6,East,No,392.75,9.85,79.0,63,Male
O102603,C12971,P204923,Grocery,27.1,0.1,2,Debit Card,2024-10-26,7,East,No,48.78,4.04,-0.14,31,Female
O102604,C15833,P242019,Beauty,37.52,0.0,1,Credit Card,2025-06-06,5,North,No,37.52,3.78,13.1,55,Male
O102605,C10754,P215920,Home,232.4,0.0,2,COD,2023-11-12,7,West,No,392.75,10.61,83.88,42,Male
O102606,C14130,P243263,Fashion,105.5,0.0,1,UPI,2024-01-13,6,North,No,105.5,7.42,29.5,27,Male
O102607,C14540,P221938,Electronics,310.35749999999996,0.2,4,Credit Card,2024-08-26,6,East,No,392.75,12.900000000000002,83.88,25,Male
O102608,C16236,P213319,Grocery,10.85,0.0,1,UPI,2025-08-04,4,North,No,10.85,3.5,-2.63,65,Female
O102609,C16078,P242161,Sports,40.24,0.0,1,Credit Card,2025-04-08,5,West,No,40.24,6.25,5.82,40,Female
O102610,C15326,P206900,Fashion,81.12,0.0,1,Credit Card,2024-09-23,5,East,No,81.12,4.46,23.93,19,Female
O102611,C10352,P202160,Electronics,174.25,0.0,1,Wallet,2025-08-21,4,West,No,174.25,6.54,14.37,69,Male
O102612,C10902,P216236,Fashion,18.81,0.2,1,PayPal,2024-09-01,4,West,No,15.05,4.78,0.49,47,Male
O102613,C15451,P206221,Fashion,14.26,0.2,1,Debit Card,2025-04-12,5,North,No,11.41,1.64,2.35,23,Female
O102614,C13888,P225294,Toys,21.4,0.05,2,Credit Card,2024-09-08,6,East,No,40.66,6.11,10.15,58,Other
O102615,C17005,P210038,Sports,37.31,0.0,3,COD,2024-09-27,6,Central,No,111.93,6.55,27.03,69,Female
O102616,C15844,P219651,Home,71.85,0.0,1,Debit Card,2024-02-14,6,East,No,71.85,6.3,13.82,37,Female
O102617,C10158,P223360,Grocery,17.26,0.0,3,Wallet,2024-04-30,6,West,No,51.78,7.52,-3.38,45,Female
O102618,C11977,P208255,Fashion,82.64,0.3,1,Debit Card,2023-11-10,5,West,Yes,57.85,5.5,14.75,28,Female
O102619,C10956,P202699,Home,59.77,0.0,1,Credit Card,2023-11-14,4,South,No,59.77,7.88,8.86,46,Other
O102620,C12071,P243893,Sports,191.94,0.0,1,Credit Card,2025-05-08,5,East,No,191.94,7.73,49.85,52,Male
O102621,C10403,P221928,Electronics,69.4,0.0,2,Debit Card,2025-01-22,6,North,No,138.8,6.76,9.9,64,Female
O102622,C16948,P248169,Home,310.35749999999996,0.1,1,Debit Card,2024-01-14,4,North,No,392.75,9.22,83.88,63,Female
O102623,C14611,P200372,Beauty,16.21,0.05,1,COD,2024-11-17,7,East,No,15.4,3.26,3.67,40,Female
O102624,C12779,P247312,Home,61.73,0.2,1,COD,2024-02-13,6,South,No,49.38,7.21,6.62,49,Female
O102625,C11387,P218898,Home,310.35749999999996,0.0,1,COD,2025-07-22,3,Central,No,348.75,7.31,83.88,57,Female
O102626,C13453,P223855,Beauty,6.48,0.0,5,Credit Card,2024-11-17,5,South,No,32.4,6.95,7.63,45,Female
O102627,C16675,P234758,Home,68.31,0.05,1,Credit Card,2025-05-17,6,East,No,64.89,5.87,12.3,22,Other
O102628,C10955,P209607,Electronics,194.49,0.0,3,Credit Card,2024-03-02,6,East,No,392.75,10.01,60.01,52,Female
O102629,C16295,P239558,Electronics,229.49,0.0,1,Credit Card,2025-03-13,4,North,No,229.49,9.27,18.27,46,Female
O102630,C17729,P208553,Beauty,49.21,0.1,1,Credit Card,2024-08-21,5,West,No,44.29,5.21,14.72,51,Male
O102631,C11712,P205383,Electronics,310.35749999999996,0.0,2,Wallet,2023-12-26,5,Central,No,392.75,10.75,83.88,46,Male
O102632,C17090,P248343,Grocery,12.79,0.0,3,COD,2024-02-25,7,East,No,38.37,6.06,-2.99,69,Female
O102633,C14703,P200715,Toys,96.37,0.0,1,Credit Card,2024-12-29,4,North,No,96.37,8.3,30.25,30,Male
O102634,C17784,P209837,Fashion,96.4,0.2,2,Credit Card,2024-10-20,4,Central,No,154.24,9.26,44.72,51,Male
O102635,C16563,P213950,Toys,24.47,0.0,1,Debit Card,2023-12-09,5,South,No,24.47,4.13,5.66,68,Female
O102636,C11273,P207992,Beauty,8.45,0.0,1,Wallet,2024-05-05,3,Central,No,8.45,3.37,0.43,43,Female
O102637,C17284,P226817,Electronics,309.32,0.0,1,COD,2024-01-30,4,Central,Yes,309.32,8.46,28.66,34,Male
O102638,C17009,P249803,Beauty,8.9,0.05,2,PayPal,2025-02-25,4,West,No,16.91,3.69,3.92,47,Male
O102639,C15631,P233818,Sports,45.31,0.15,4,Debit Card,2025-03-01,3,Central,No,154.05,7.53,38.68,67,Female
O102640,C13811,P213357,Electronics,310.35749999999996,0.05,2,UPI,2024-06-24,4,North,Yes,392.75,11.18,83.88,23,Female
O102641,C12625,P204742,Fashion,15.02,0.0,1,Credit Card,2025-08-23,5,Central,Yes,15.02,5.17,0.09,46,Male
O102642,C12382,P213369,Electronics,80.95,0.0,1,UPI,2024-12-12,4,South,No,80.95,5.24,4.47,38,Female
O102643,C11441,P205044,Fashion,42.28,0.0,1,Debit Card,2025-04-19,6,West,No,42.28,6.16,8.64,43,Female
O102644,C12979,P210288,Fashion,5.05,0.1,1,Credit Card,2024-03-16,7,East,No,4.54,1.11,0.48,67,Female
O102645,C11797,P225378,Beauty,26.0,0.0,2,PayPal,2024-01-26,5,West,No,52.0,5.69,17.71,24,Female
O102646,C14390,P207261,Fashion,118.87,0.0,1,Debit Card,2024-11-18,4,South,No,118.87,7.14,34.46,47,Female
O102647,C14009,P243614,Electronics,118.58,0.0,1,Credit Card,2025-04-13,4,South,No,118.58,7.19,7.04,25,Female
O102648,C14850,P218064,Fashion,28.72,0.0,3,Credit Card,2025-06-30,3,North,No,86.16,6.97,23.19,30,Other
O102649,C11394,P209799,Toys,50.8,0.0,1,Credit Card,2024-11-05,5,East,No,50.8,6.77,13.55,35,Male
O102650,C14281,P203522,Home,170.23,0.1,1,COD,2025-09-06,5,South,No,153.21,6.58,36.32,44,Male
O102651,C11269,P213690,Home,29.14,0.05,1,PayPal,2025-04-08,5,East,No,27.68,3.27,4.48,20,Female
O102652,C14732,P202057,Home,73.37,0.0,5,PayPal,2024-01-24,4,South,No,366.85,8.06,83.88,19,Female
O102653,C15387,P235489,Sports,148.71,0.05,4,Credit Card,2025-05-14,3,Central,No,392.75,12.35,83.88,30,Female
O102654,C13714,P237589,Home,153.91,0.05,1,UPI,2024-07-18,4,West,No,146.21,5.79,35.15,28,Male
O102655,C17404,P235331,Electronics,104.99,0.05,1,Debit Card,2024-03-03,9,East,No,99.74,7.08,4.89,59,Male
O102656,C10529,P214559,Fashion,8.17,0.1,2,Credit Card,2024-02-14,5,East,No,14.71,5.1,0.05,60,Female
O102657,C13623,P213692,Fashion,61.28,0.0,1,COD,2024-07-09,4,Central,No,61.28,6.65,14.8,66,Male
O102658,C16164,P248429,Home,133.65,0.1,1,COD,2024-05-21,3,North,No,120.29,6.45,27.23,51,Female
O102659,C12958,P200202,Electronics,69.88,0.0,2,Debit Card,2024-10-31,4,West,No,139.76,9.33,7.44,43,Female
O102660,C17904,P233709,Fashion,186.0,0.0,1,PayPal,2025-07-06,3,North,No,186.0,9.09,56.01,35,Male
O102661,C12914,P216972,Beauty,10.13,0.0,1,Debit Card,2025-05-16,5,Central,No,10.13,4.6,-0.04,39,Female
O102662,C14889,P241530,Fashion,28.98,0.1,1,COD,2024-09-09,4,Central,No,26.08,5.53,3.6,57,Male
O102663,C13591,P209537,Sports,29.23,0.15,1,Credit Card,2023-12-04,6,East,No,24.85,5.77,1.69,52,Other
O102664,C12147,P201642,Home,242.17,0.0,1,Credit Card,2024-08-02,3,North,No,242.17,9.51,58.3,19,Male
O102665,C16895,P201365,Grocery,44.26,0.0,1,Debit Card,2023-12-07,3,North,No,44.26,3.78,-0.24,36,Female
O102666,C14573,P240324,Grocery,4.16,0.0,1,Credit Card,2024-04-10,5,Central,No,4.16,0.25,0.08,41,Male
O102667,C15718,P200008,Toys,8.55,0.0,4,UPI,2024-10-04,5,Central,No,34.2,5.7,7.98,57,Female
O102668,C13369,P249683,Grocery,17.14,0.05,1,Credit Card,2025-02-24,3,North,No,16.28,5.4,-4.1,66,Male
O102669,C10939,P228820,Fashion,41.9,0.0,1,Credit Card,2025-06-16,5,East,No,41.9,3.61,11.06,41,Male
O102670,C10525,P233803,Sports,20.92,0.05,3,Credit Card,2023-10-03,6,West,No,59.62,6.05,11.84,19,Male
O102671,C16477,P245531,Fashion,134.79,0.1,1,COD,2025-05-16,4,West,No,121.31,6.61,35.85,27,Female
O102672,C10001,P218001,Sports,102.88,0.0,2,Credit Card,2024-03-24,6,South,No,205.76,8.47,53.26,40,Female
O102673,C10374,P206722,Home,57.2,0.0,1,Credit Card,2024-09-03,5,South,No,57.2,3.88,12.14,58,Other
O102674,C12340,P220100,Fashion,38.09,0.05,1,Debit Card,2024-02-16,6,East,No,36.19,5.71,6.96,20,Male
O102675,C16980,P217460,Grocery,10.13,0.0,1,Credit Card,2025-08-20,5,Central,No,10.13,4.62,-3.81,31,Male
O102676,C14005,P223987,Fashion,41.64,0.1,1,Credit Card,2024-06-30,5,West,No,37.48,6.07,7.05,34,Male
O102677,C13052,P204015,Sports,77.63,0.15,1,Debit Card,2024-06-03,8,South,No,65.99,5.05,14.75,48,Male
O102678,C14648,P239897,Sports,91.13,0.1,2,Credit Card,2025-07-23,3,North,No,164.03,7.63,41.58,36,Male
O102679,C12365,P202962,Fashion,29.57,0.0,1,PayPal,2024-02-03,6,West,No,29.57,3.97,6.38,46,Female
O102680,C11525,P204840,Home,30.81,0.0,4,Debit Card,2025-06-10,5,West,No,123.24,4.9,29.61,30,Female
O102681,C15947,P220533,Electronics,310.35749999999996,0.0,1,Debit Card,2023-12-05,6,South,No,392.75,10.09,38.51,27,Male
O102682,C14476,P220454,Grocery,21.71,0.05,1,Debit Card,2024-09-25,6,East,No,20.62,6.94,-5.29,19,Female
O102683,C11646,P248105,Grocery,25.21,0.0,2,PayPal,2025-02-24,4,South,No,50.42,6.43,-2.4,52,Other
O102684,C10013,P205699,Sports,12.18,0.1,1,Credit Card,2024-01-29,5,North,No,10.96,3.58,-0.29,29,Female
O102685,C14599,P205922,Toys,12.2,0.05,2,Credit Card,2025-07-17,6,South,No,23.18,4.83,4.44,66,Female
O102686,C12278,P224919,Electronics,310.35749999999996,0.0,1,Debit Card,2024-08-27,4,Central,No,392.75,9.5,83.88,56,Male
O102687,C16104,P226508,Home,18.51,0.1,1,Debit Card,2025-06-27,3,Central,Yes,16.66,3.94,0.72,20,Female
O102688,C13155,P221664,Fashion,80.7,0.05,1,Credit Card,2025-04-17,6,South,No,76.66,5.62,21.21,50,Male
O102689,C10129,P232270,Beauty,6.3,0.0,1,Debit Card,2023-12-15,5,North,No,6.3,4.73,-1.9,52,Female
O102690,C13814,P225278,Fashion,90.59,0.0,3,Debit Card,2025-06-16,5,South,Yes,271.77,7.96,83.88,45,Male
O102691,C14933,P214862,Beauty,30.33,0.0,1,Debit Card,2024-03-03,3,Central,No,30.33,5.76,7.89,48,Female
O102692,C13216,P213598,Sports,136.96,0.3,1,Credit Card,2024-03-18,7,East,No,95.87,6.51,22.25,29,Female
O102693,C12938,P201898,Electronics,310.35749999999996,0.15,1,COD,2024-05-17,6,West,No,392.75,11.48,83.88,36,Female
O102694,C13928,P222939,Electronics,310.35749999999996,0.05,1,Credit Card,2024-01-26,3,Central,No,392.75,11.73,83.88,51,Female
O102695,C12040,P231288,Electronics,167.96,0.0,1,Credit Card,2024-02-01,5,South,No,167.96,8.74,11.42,48,Male
O102696,C10027,P224774,Toys,11.25,0.1,3,Wallet,2025-05-28,5,East,No,30.38,4.38,7.77,48,Female
O102697,C12113,P202822,Fashion,30.71,0.05,2,Credit Card,2024-04-12,3,Central,No,58.35,5.04,15.38,67,Male
O102698,C17330,P237252,Fashion,14.79,0.05,3,Wallet,2025-03-06,4,Central,No,42.15,5.18,9.57,18,Male
O102699,C11252,P225049,Toys,11.44,0.1,1,Credit Card,2025-04-04,5,West,No,10.3,2.49,1.63,52,Male
O102700,C14356,P221884,Electronics,310.35749999999996,0.0,1,Debit Card,2023-10-10,5,South,No,392.75,11.53,83.88,41,Female
O102701,C12046,P213052,Home,98.54,0.15,1,PayPal,2025-03-13,4,South,No,83.76,8.2,15.25,21,Female
O102702,C15568,P218038,Sports,309.83,0.0,2,Credit Card,2023-09-27,4,South,No,392.75,10.28,83.88,59,Other
O102703,C15543,P216975,Beauty,4.82,0.15,1,UPI,2023-11-01,4,South,No,4.1,3.71,-1.86,47,Female
O102704,C14555,P234616,Beauty,3.98,0.0,1,Wallet,2024-05-02,3,Central,No,3.98,2.12,-0.33,20,Male
O102705,C14023,P213269,Electronics,310.35749999999996,0.0,2,PayPal,2024-01-25,3,North,Yes,392.75,8.86,69.94,35,Female
O102706,C17843,P203041,Fashion,70.53,0.1,1,COD,2025-09-11,5,South,No,63.48,5.19,17.03,67,Male
O102707,C14396,P216551,Beauty,9.01,0.0,2,Credit Card,2024-09-06,6,West,No,18.02,3.78,4.33,62,Other
O102708,C17062,P204379,Electronics,277.46,0.2,4,PayPal,2025-07-02,3,Central,No,392.75,8.71,83.88,67,Female
O102709,C13374,P207661,Toys,42.57,0.1,1,COD,2024-11-19,6,West,No,38.31,5.2,10.12,46,Male
O102710,C16430,P206967,Fashion,75.52,0.0,4,Credit Card,2024-03-11,5,South,No,302.08,8.69,83.88,25,Male
O102711,C13466,P229870,Home,44.72,0.15,1,Debit Card,2025-07-11,5,East,No,38.01,5.98,4.66,27,Female
O102712,C13081,P244967,Fashion,25.02,0.0,2,Wallet,2024-06-17,5,East,No,50.04,7.18,10.33,64,Male
O102713,C13778,P215674,Toys,9.18,0.0,1,UPI,2024-10-26,4,West,No,9.18,2.79,0.88,36,Male
O102714,C10629,P220394,Sports,135.0,0.0,2,Credit Card,2023-11-08,4,North,No,270.0,10.04,70.96,56,Female
O102715,C10269,P213531,Home,310.35749999999996,0.0,1,PayPal,2025-08-25,6,East,No,392.75,9.8,83.88,64,Female
O102716,C12639,P221370,Beauty,11.05,0.1,2,Credit Card,2024-03-23,6,South,No,19.89,5.09,3.86,19,Male
O102717,C11993,P218565,Home,126.85,0.0,2,Credit Card,2024-09-16,5,West,No,253.7,9.66,61.38,52,Male
O102718,C15724,P200832,Home,310.35749999999996,0.05,1,Debit Card,2025-03-13,6,East,No,392.75,9.13,83.88,61,Female
O102719,C15897,P246978,Fashion,13.43,0.1,1,Credit Card,2024-08-22,4,South,No,12.09,4.85,-0.62,18,Female
O102720,C12891,P217405,Home,151.69,0.0,1,Credit Card,2024-03-27,6,West,No,151.69,7.45,35.02,25,Female
O102721,C14957,P210185,Fashion,24.84,0.2,3,Debit Card,2024-05-02,6,South,Yes,59.62,5.17,15.7,34,Female
O102722,C13432,P203492,Electronics,310.35749999999996,0.05,1,PayPal,2024-11-28,6,South,No,392.75,11.57,83.88,48,Male
O102723,C11280,P244630,Electronics,87.43,0.0,1,Credit Card,2025-02-17,3,Central,No,87.43,4.62,5.87,49,Female
O102724,C16276,P200288,Electronics,245.04,0.0,1,Debit Card,2025-02-04,6,East,No,245.04,8.01,21.39,29,Female
O102725,C17443,P240584,Fashion,19.47,0.15,1,Credit Card,2025-07-20,6,South,No,16.55,6.09,-0.3,58,Male
O102726,C15895,P201076,Grocery,1.42,0.15,1,Credit Card,2024-06-10,3,Central,No,1.21,0.08,0.02,20,Male
O102727,C15802,P248332,Beauty,84.17,0.1,1,Wallet,2025-02-14,5,North,No,75.75,5.44,28.65,23,Male
O102728,C17115,P234139,Grocery,12.06,0.2,1,Debit Card,2024-04-02,6,West,No,9.65,4.35,-3.58,47,Male
O102729,C16656,P201074,Fashion,64.32,0.0,1,Wallet,2024-09-11,3,North,Yes,64.32,4.96,17.55,62,Male
O102730,C12360,P237702,Home,137.49,0.0,3,Wallet,2024-05-07,5,Central,No,392.75,10.45,83.88,63,Male
O102731,C10575,P227535,Sports,25.8,0.0,1,PayPal,2024-02-21,6,East,No,25.8,4.05,3.69,54,Male
O102732,C17029,P232807,Beauty,7.58,0.0,1,Credit Card,2024-10-16,5,Central,No,7.58,2.3,1.11,60,Female
O102733,C16099,P204274,Beauty,27.12,0.15,1,Debit Card,2024-03-26,4,South,No,23.05,2.33,8.04,59,Female
O102734,C11307,P228198,Beauty,40.07,0.0,5,COD,2024-09-13,4,North,No,200.35,9.2,80.96,46,Female
